refer_id,name,photo,shop_number,market_name,street_address,city,state,language,contact_name,phone_number,shop_ownership,product_min_price,product_max_price,est_year,auto_approve_buyer_request,gst_number,created_date
203897,R.Purohit & Co.,,203#,Sagar,,Surat,Gujarat,1,Ganpat Purohit,9898866466,,,,,0,,2017-01-11 09:04:08
203899,Vikam Fashion,,L2069#,STM,"Ring Road, ",Surat,Gujarat,1,,9879259557,,,,,0,,2017-01-11 09:04:09
203901,Yukti Fashion HO,,3006#,Jai Radhe,,Surat,Gujarat,1,Rajeev Beria ,9374711794,,,,,0,,2017-01-11 09:04:09
203902,Vijay Laxmi Tex,,A2018#,Tirupati,,Surat,Gujarat,1,,9427642160,,,,,0,,2017-01-11 09:04:09
203905,Kishor Textile,,214#,Darshan ,"Ring Road, ",Surat,Gujarat,1,Kishor Bhai,9426162272,,,,,0,,2017-01-11 09:04:10
203906,Goodluck Packaging,,6#,MG,"Ring Road, ",Surat,Gujarat,1,Islamudeen Luhar,9824203000,,,,,0,,2017-01-11 09:04:10
203907,Shree Ganesh Silk Mills,,A1071#A1072#,Raghukul,,Surat,Gujarat,1,Mukesh,8511170006,N,,,2013,0,,2017-01-11 09:04:11
203908,"Vandan International
",,1017#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Himmat,9427473488,,,,,0,,2017-01-11 09:04:11
203910,Kay Pee Tex,,U1226#,STM,"Ring Road, ",Surat,Gujarat,1,Kushal,9327336262,Y,250,1200,1990,0,,2017-01-11 09:04:12
203911,Safari Son ,,L6#,Hariom ,,Surat,Gujarat,1,Ramavatar,9825361241,,,,,0,,2017-01-11 09:04:12
203913,Ratnamani Prints,,501#502#503#,Sai Krupa Market,,Surat,Gujarat,1,,9825140241,Y,,,1990,0,,2017-01-11 09:04:13
203914,Shree Ganpati Silk Mills,,2141#2142#,Ambaji,"Ring Road, ",Surat,Gujarat,1,,9537271360,,,,,0,,2017-01-11 09:04:13
203915,Rasik Vatika Silk Mills Pvt Lt,,B3100#,RKTM,"Ring Road, ",Surat,Gujarat,1,Bharat,9374713531,,,,,0,,2017-01-11 09:04:13
203916,Abhinandan Silk Mill Pvt Ltd,,V1138,STM,Ring Road,Surat,Gujarat,1,Ashok Chopra,9909941008,Y,500,2000,1989,1,,2017-01-11 09:04:14
203917,Chitra Silk Mill,,3048#3049#,Shree Mahalaxmi ,"Ring Road, ",Surat,Gujarat,1,Rajesh,9374723814,,,,,0,,2017-01-11 09:04:14
203918,Ambica Enterprise,,1146#,NTM,"Ring Road, ",Surat,Gujarat,1,Jagdish,9327961107,N,50,250,1995,0,,2017-01-11 09:04:14
203919,Laxmi Gopal Silk Mill,Refer-29032017-5bb7fa838f08cf81f1b01d74199b314d.jpeg,1142-43,Vankar Textile Market,Ring Road,Surat,Gujarat,1,Khemsingh Dasana,9537763303,Y,150,450,2011,1,,2017-01-11 09:04:15
203920,Amit Sarees,,1070#,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9327944694,,,,,0,,2017-01-11 09:04:15
203922,"AR Silk
",,3139#3140#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9428026046,N,,,2004,0,,2017-01-11 09:04:16
203923,KKamlesh Kumar & Co.,,2081#2082#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9998502220,,,,,0,,2017-01-11 09:04:16
203924,Opera Prints,,2095,STM,Ring Road,Surat,Gujarat,1,Moolchand Bohra,9426101829,Y,250,1500,1995,0,,2017-01-11 09:04:16
203925,Sadafaldev Synthetic,,A501#A502#,Shiv Krupa,,Surat,Gujarat,1,,9426810412,,,,,0,,2017-01-11 09:04:16
203926,Shree Geeta Creation,,B31024#,Regent,"Ring Road, ",Surat,Gujarat,1,Ganesh Garodia,9825157678,,,,,0,,2017-01-11 09:04:17
203927,Anmol Creation,,N2728-N2729,Millennium Textile Market,"Kamela Darwaja, Ring Road",Surat,Gujarat,1,Shanthilal Jain,9825819179,N,1000,3000,2008,0,,2017-01-11 09:04:17
203928,Shree Paras Silk Mills,,510#,Hira Panna,,Surat,Gujarat,1,"Siddharth Jain
",9898035800,,,,,0,,2017-01-11 09:04:17
203929,Roop Milan Saree,,2064#,Textile Tower,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Vimal Choudhary,9825159310,,,,,0,,2017-01-11 09:04:17
203930,Birendra Khanolelwal,,4007#,New Sardar,,Surat,Gujarat,1,,8690680121,,,,,0,,2017-01-11 09:04:17
203931,Vibhuti Fashion,,2023#,Arihant,,Surat,Gujarat,1,,9377599305,,,,,0,,2017-01-11 09:04:18
203932,Varsha Fashion,,B131#,NTM,"Ring Road, ",Surat,Gujarat,1,Ratanlal,9898315138,,,,,0,,2017-01-11 09:04:18
203933,Arvind Mills,,4#,Radhey,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Arvind Bajaj,9898074417,,,,,0,,2017-01-11 09:04:18
204026,RR fabrics ,,14#,Shree Ram,,Surat,Gujarat,1,Ramgopal,9428628737,,,,,0,,2017-01-11 09:08:12
204027,Beriwala Sarees,,112#113#,Silk City,,Surat,Gujarat,1,,9327591871,Y,150,300,1990,0,,2017-01-11 09:08:13
204029,Mewar Kesari Creation,,Q1258#,STM,"Ring Road, ",Surat,Gujarat,1,,9374513353,Y,400,1200,2001,0,,2017-01-11 09:08:13
204030,Usha Silk Mill,,V3144#,STM,"Ring Road, ",Surat,Gujarat,1,Garish Narang,9825346347,,,,,0,,2017-01-11 09:08:13
204032,Fabyaa,,2044#,Padmavati,"Ring Road, ",Surat,Gujarat,1,Jitendra Madaan,9825236000,,,,,0,,2017-01-11 09:08:14
204033,Gopal Fashion ,,D2464#D2465#D2466#D2467#D2468#D2469#D2470#,Raghukul,,Surat,Gujarat,1,Deepak,9687921167,,,,,0,,2017-01-11 09:08:14
204034,Riddhika Saree,,B4#,STM Godown,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Rinku Jariwala,9427885874,,,,,0,,2017-01-11 09:08:15
204035,Navkar Fashion,,1002#1003#,Krishna,,Surat,Gujarat,1,Naresh Abbani,9374717934,,,,,0,,2017-01-11 09:08:15
204036,GL Sarees Pvt Ltd ,,A5622#A5623#A5624#A5625#A5626#A5627#,Raghukul,,Surat,Gujarat,1,Janak,9377471561,,,,,0,,2017-01-11 09:08:15
204037,Dhanlaxmi Fabric,,X2148#,STM,"Ring Road, ",Surat,Gujarat,1,Dinesh,9374599888,,,,,0,,2017-01-11 09:08:15
204038,Pratibha Fashions,,3231#3232#3233#3234#3235#3236#3237#3238#3239#3240#3241#,Kohinoor,"Ring Road, ",Surat,Gujarat,1,Hemant,7698989199,,,,,0,,2017-01-11 09:08:16
204039,Malu Tradelinks,,124#,Goodluck,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Gopal ,9974225129,,,,,0,,2017-01-11 09:08:16
204040,R K Silk Mill,,H2047#H2048#,STM,"Ring Road, ",Surat,Gujarat,1,Pramod,9426775059,,,,,0,,2017-01-11 09:08:16
204041,Shri Balaji Texco,,C2099#C2100#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,Sonu Agarwal,9376922221,,,,,0,,2017-01-11 09:08:16
204042,Mihir Enterprise,,I27#,Bombay,Umarwada,Surat,Gujarat,1,,9879243426,,,,,0,,2017-01-11 09:08:17
204043,Rukmani Silk Mills,,L1673#L1674#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9377059150,,,,,0,,2017-01-11 09:08:17
204044,V Pyarelal,,V1139#,STM,"Ring Road, ",Surat,Gujarat,1,,9428741604,Y,,,2005,0,,2017-01-11 09:08:17
204045,Shree Binni Prints,,174#175#,Silk City,,Surat,Gujarat,1,Manish,8690392462,Y,,,1985,0,,2017-01-11 09:08:18
204046,Sambhav Designer Sarees,,J506#,JJ,"Ring Road, ",Surat,Gujarat,1,Bharat Jain,9825123245,N,400,700,2005,0,,2017-01-11 09:08:18
204047,Laxmi International,,S2038#,JJ,"Ring Road, ",Surat,Gujarat,1,Prafful,9879470722,Y,50,300,2000,0,,2017-01-11 09:08:18
204048,Vanima Fashion,,F1372#F1373#,RKTM,"Ring Road, ",Surat,Gujarat,1,Ramlal,9427470368,Y,25,45,2005,0,,2017-01-11 09:08:19
204049,Manoj Silk Mills ,,E5607#E5608#E5609#E5610#E5611#E5612#,Raghukul,,Surat,Gujarat,1,Manoj,9375183653,,,,,0,,2017-01-11 09:08:19
204050,Dipika Fabrics,,B2027#B2028#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,Vimal Agrawal ,9825131760,,,,,0,,2017-01-11 09:08:19
204051,Sethi Silk Mills,,459#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9727644352,Y,,,1991,0,,2017-01-11 09:08:20
204052,Akshar Prints,,S151#,JJ,"Ring Road, ",Surat,Gujarat,1,,9825125571,,,,,0,,2017-01-11 09:08:20
204053,Kundan Textile,,230#,Shree Ram,,Surat,Gujarat,1,,9327722590,,,,,0,,2017-01-11 09:08:20
204054,Shivyogi Creation,,H1592#H1593#,RKTM,"Ring Road, ",Surat,Gujarat,1,Rakesh Jain,9374512703,,,,,0,,2017-01-11 09:08:21
204055,PKT Silk Mills,,1052#1053#,Shree Mahalaxmi ,"Ring Road, ",Surat,Gujarat,1,Naval Arora ,9374708706,,,,,0,,2017-01-11 09:08:21
204056,Kirti Saree,,E4#,STM Godown,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Jolin Nanavati,9898395234,Y,380,900,2012,0,,2017-01-11 09:08:21
204057,Akruti Saree,,J1060#,STM,"Ring Road, ",Surat,Gujarat,1,,8958207321,Y,,,2008,0,,2017-01-11 09:08:21
204058,Priti Silk Mills,,1073#,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9173671160,N,,,,0,,2017-01-11 09:08:22
204059,Himanee Sarees,,E 3613#,Raghukul,,Surat,Gujarat,1,Rajesh Hakim,9377734207,,,,,0,,2017-01-11 09:08:22
204060,G Tex,,D3020#,STM,"Ring Road, ",Surat,Gujarat,1,Bajaj,9099022238,,,,,0,,2017-01-11 09:08:22
204061,Jyoti Enterprise,,2069#2070#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Pratap Goplani,9825459810,N,200,1500,1995,0,,2017-01-11 09:08:23
204062,Surabhi Print,,X3158#,STM,"Ring Road, ",Surat,Gujarat,1,,9925814420,,,,,0,,2017-01-11 09:08:23
204063,Lucky Silk Mill,,Z3171#,STM,"Ring Road, ",Surat,Gujarat,1,Aashish Jha,9537567773,,,,,0,,2017-01-11 09:08:23
204064,Ranka Print,,2001#2002#,Swadeshi,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Ranka,9825834880,Y,,,2005,0,,2017-01-11 09:08:23
204065,Shubham Fashion,,3087#,Vankar,"Ring Road, ",Surat,Gujarat,1,,9725700353,,,,,0,,2017-01-11 09:08:24
204066,Shree Ram Fabrics,,C2177#C2178#C2179#,RKTM,"Ring Road, ",Surat,Gujarat,1,Chandrakant,9327633549,Y,200,1200,1995,0,,2017-01-11 09:08:24
204067,Ambey Shree Fashion,,3124#3125#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9429369642,,,,,0,,2017-01-11 09:08:24
204068,Shubham Embro ,,K1627#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9426873164,,,,,0,,2017-01-11 09:08:24
204069,Devika Creation,,J512#,JJ,"Ring Road, ",Surat,Gujarat,1,,9376810347,,,,,0,,2017-01-11 09:08:25
204071,Kanishka Sarees,,G1375#G1376#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9712393633,,,,,0,,2017-01-11 09:08:25
204072,Minkesh Fashion,,S601#,JJ,"Ring Road, ",Surat,Gujarat,1,Manoj Agarwal,9825157127,,,,,0,,2017-01-11 09:08:25
204073,Amolee Sarees,,O3796#O3797#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,2,Lalit,9427580546,,,,,0,,2017-01-11 09:08:25
204074,Khushi Creation,,3023#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,8905197970,,,,,0,,2017-01-11 09:08:26
204075,Shree Ganesh Synethetics,,224#,Shree Ram,,Surat,Gujarat,1,,9537910224,,,,,0,,2017-01-11 09:08:26
204076,Aagam Silk Mills,,Q1251#,STM,"Ring Road, ",Surat,Gujarat,1,,9825136340,,,,,0,,2017-01-11 09:08:26
204080,Sahil,,C1131#C1132#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,Ravi Sahni,9376413338,,,,,0,,2017-01-11 09:08:27
204081,Lakhani Cotton ,,B94#,RKTM,"Ring Road, ",Surat,Gujarat,1,Bharatbhai,9824695844,,,,,0,,2017-01-11 09:08:28
204082,Manohar Enterprise,,1010#1011#1012#,Padmavati,"Ring Road, ",Surat,Gujarat,1,"Manohar
",9374720235,,,,,0,,2017-01-11 09:08:28
204083,LNK Fashion,,1280#1281#,RKTM,"Ring Road, ",Surat,Gujarat,1,Gaurishankar,9825757702,Y,23,30,1992,0,,2017-01-11 09:08:29
204084,Lal Tex,,2057#2058#,Hariom ,,Surat,Gujarat,1,Harish Khilwani,9898414199,Y,20,50,1985,0,,2017-01-11 09:08:29
204085,Vijay Enterprise,,B210#,MG,"Ring Road, ",Surat,Gujarat,1,Subhash,9427120308,Y,,,,0,,2017-01-11 09:08:29
204087,Sumit Textile,,4041#,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Sumit Gupta,9687590000,,,,,0,,2017-01-11 09:08:30
204088,Aishwarya Fashion ,,J1566#J1567#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9979110024,,,,,0,,2017-01-11 09:08:30
204090,Pee Kay Fashion,, 1068# 1069#,Textile Tower,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Prakash,9510008838,,,,,0,,2017-01-11 09:08:30
204091,Ankit Silk Mills,,18#,Radhey,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9377278999,Y,20,50,,0,,2017-01-11 09:08:30
204092,Kailashpati silk,,J3059#,STM,"Ring Road, ",Surat,Gujarat,1,,9377706778,,,,,0,,2017-01-11 09:08:31
204093,Maruti Nandan Fancy Sarees,,M1693#M1694#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9724333787,,,,,0,,2017-01-11 09:08:31
204095,Gilitwala Sons / Falu Fabrics,,172#,Shree Ram,,Surat,Gujarat,1,Kumar,9099882252,,,,,0,,2017-01-11 09:08:31
204096,Padmavati Textile,,195#,451,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,Sanjay,9374939450,,,,,0,,2017-01-11 09:08:32
204097,Vasupujya Textiles,,2077#2078#,Hariom ,,Surat,Gujarat,1,Narendra Jain,9374722356,Y,10,24,2005,0,,2017-01-11 09:08:32
204098,Aavta Fabrics ,,203#,Arihant,,Surat,Gujarat,1,,9825169691,,,,,0,,2017-01-11 09:08:32
204099,Shree Jeet Textile,,109#,Darshan ,"Ring Road, ",Surat,Gujarat,1,,9328860888,,,,,0,,2017-01-11 09:08:32
204100,Tribhovan Silk Mills,,O1263#,STM,"Ring Road, ",Surat,Gujarat,1,Sandeep,9825089101,,,,,0,,2017-01-11 09:08:33
204101,Yash Kamal Synthetics,,O1784#O1785#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,Kamal Mittal,9898148710,,,,,0,,2017-01-11 09:08:33
204102,Krishna Saree,,1031#,Shiv Shakti,,Surat,Gujarat,1,,9442404926,,,,,0,,2017-01-11 09:08:33
204103,Anushka Print,,1066#1067#,Vankar,"Ring Road, ",Surat,Gujarat,1,,9825810958,,,,,0,,2017-01-11 09:08:34
204104,Kwality Distribution,,118#,Gurukrupa,,Surat,Gujarat,1,,9825147294,,,,,0,,2017-01-11 09:08:34
204105,Mayuri Textile,,Z1194#,STM,"Ring Road, ",Surat,Gujarat,1,,9879361042,Y,150,600,1990,0,,2017-01-11 09:08:35
204106,Goenka Enterprise,,604#,Momai Complex,,Surat,Gujarat,1,Nand Kishore,9426159573,,,,,0,,2017-01-11 09:08:37
204107,Mahavir Silk Mill,,2174#2175#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9377728127,,,,,0,,2017-01-11 09:08:37
204108,Heth Studio,,I7#I8#,New TT,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Bhavesh Sisodia,9825324017,Y,,,2000,0,,2017-01-11 09:08:38
204109,Girnar ,,G4356#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,Deepak ,9825353369,,,,,0,,2017-01-11 09:08:38
204110,Raj Fashion,,4079#,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Ashok,9825130569,,,,,0,,2017-01-11 09:08:38
204111,Mundra Textile,,15#,Radhey,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Anil,9374717121,,,,,0,,2017-01-11 09:08:40
204112,Mundra Textile,,22#,Radhey,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9825909304,,,,,0,,2017-01-11 09:08:41
204113,Jineshwar Textiles,,D3189#D3190#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9979412835,,,,,0,,2017-01-11 09:08:41
204114,Vishwas Fashion,,343#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9998835363,,,,,0,,2017-01-11 09:08:42
204116,Aakansha Creation ,,509#510#,Arihant,,Surat,Gujarat,1,Purohit,9558084211,Y,250,2500,2011,0,,2017-01-11 09:08:42
204117,Veenayak Prints,,553#554#,Shree Sai Ram,,Surat,Gujarat,1,Ashok,9925625660,,,,,0,,2017-01-11 09:08:43
204118,Kothari Intenational ,,A1340#,STM,"Ring Road, ",Surat,Gujarat,1,,9825444870,,,,,0,,2017-01-11 09:08:44
204119,Anchal Silk Mills,,K1622#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9376824562,,,,,0,,2017-01-11 09:08:44
204120,GRD Fashion,,U3222#,STM,"Ring Road, ",Surat,Gujarat,1,Nilu,9725815172,,,,,0,,2017-01-11 09:08:44
204121,Sarv Raj Creation,,507#508#,Shree Sai Ram,,Surat,Gujarat,1,Ramesh Rao,9825135039,,,,,0,,2017-01-11 09:08:45
204122,JP Sarees,,3017#,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Vikas,9898034002,Y,,,2009,0,,2017-01-11 09:08:45
204123,Ashutosh Prints /Narbada,,2046#,Textile Tower,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Ratanlal Garg,9898275432,Y,,,1990,0,,2017-01-11 09:08:45
204125,NS Textile,,4040#,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Sunil Gupta,9825124799,,,,,0,,2017-01-11 09:08:46
204126,Hiranand & Co,,2009#2010#,Ashoka Tower ,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Basant,9375496758,,,,,0,,2017-01-11 09:08:46
204127,Reshma Silk Mills,,2007#,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Raju,9427898600,Y,175,180,1990,0,,2017-01-11 09:08:47
204128,Bansi Prints,,167#168#,Kohinoor,"Ring Road, ",Surat,Gujarat,1,,9825208488,N,,,2014,0,,2017-01-11 09:08:47
204131,Guru Govind Tex ,,O 1782#O 1783#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9377724948,,,,,0,,2017-01-11 09:08:48
204132,Gurugovind Tex,,101#102#103#,Jay Mahaveer,,Surat,Gujarat,1,Kunu,9375157711,,,,,0,,2017-01-11 09:08:49
204134,Bishnoi Impex,Refer-18022017-7ebf67f8b257b598f2e4fa365f3e5b2e.jpeg,201 2nd Floor Sambhav Textile Market 2,Behind Shree Kuberji Block,Near Luthra Appartment Begumpura,Surat,Gujarat,2,Dayaram,9377715098,Y,400,650,2005,1,,2017-01-11 09:08:49
204135,Gautam NX ,,E3237#E3238#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,Amit Italiya,9825472223,,,,,0,,2017-01-11 09:08:49
204136,Neel Madhav Creation,,595#596#,Universal,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,Ajay Thakkar,9428652225,N,,,2009,0,,2017-01-11 09:08:49
204137,Pashupati Textile,,B4136#B4137#,RKTM,"Ring Road, ",Surat,Gujarat,1,Sandeep,9825490451,N,500,1500,2010,0,,2017-01-11 09:08:50
204138,Allol Creation Pvt. Ltd.,,205206,Kohinoor Textile Houses,"Ring Road,",Surat,Gujarat,2,Suresh Ranka,9909942421,,,,,0,,2017-01-11 09:08:50
204139,Anuradha Entreprise,,Z2164#,STM,"Ring Road, ",Surat,Gujarat,1,Sanjay,9979136463,,,,,0,,2017-01-11 09:08:50
204140,Sangeeta Textiles Pvt Ltd,,302#302#,Surana International,,Surat,Gujarat,1,,9879338889,,,,,0,,2017-01-11 09:08:50
204141,Goyal Fabrics,,B-1125-1126,RKTM,Ring Road,Surat,Gujarat,1,Aakash Goyal,7567564528,Y,20,60,1990,0,,2017-01-11 09:08:51
204142,Chamdan Bros,,A709#A709#,India,"Ring Road, ",Surat,Gujarat,1,Mani,9586273360,,,,,0,,2017-01-11 09:08:51
204143,Savitri Tex,,526#527#,Shiv Darshan,,Surat,Gujarat,1,,9925438370,,,,,0,,2017-01-11 09:08:51
204144,Ajitnath Silk,,D1019#,STM,"Ring Road, ",Surat,Gujarat,1,,9537757850,Y,,,1975,0,,2017-01-11 09:08:51
204146,Radhika Creation,,677#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Aashika,8469510011,Y,175,450,1980,0,,2017-01-11 09:08:52
204147,Rathi Fashions Pvt Ltd,,401#402#,Shanti,,Surat,Gujarat,2,Rakesh Rathi,9824154464,,,,,0,,2017-01-11 09:08:52
204148,Vim Tex,,675#676#,RKTM,"Ring Road, ",Surat,Gujarat,1,Bharat,9898002344,,,,,0,,2017-01-11 09:08:52
204149,Shakuntla Sarees Pvt Ltd,,M1695#M1696#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9377928613,,,,,0,,2017-01-11 09:08:53
204150,Ambica Enterprise,,S1101#S1102#,JJ,"Ring Road, ",Surat,Gujarat,1,Laxman Lilwani,9374720481,Y,,,,0,,2017-01-11 09:08:53
204151,Raj Laxmi Silk Mill ,,1131#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Sailesh,9825762671,,,,,0,,2017-01-11 09:08:53
204152,Varsha Silk Mills,,A104#,Elbee,"Ring Road, ",Surat,Gujarat,1,,9909945765,,,,,0,,2017-01-11 09:08:53
204153,Monu Silk Mill,,A2107#,Regent,"Ring Road, ",Surat,Gujarat,1,Monu,9374724274,,,,,0,,2017-01-11 09:08:54
204154,Bindumal Dayaram,,2919#,Houses,,Surat,Gujarat,1,,9898081100,,,,,0,,2017-01-11 09:08:54
204155,Govind Silk Mill,,H547#H548#,RKTM,"Ring Road, ",Surat,Gujarat,1,Abhishek Shiotia,9898055325,,,,,0,,2017-01-11 09:08:54
204156,Ratna Priya Saree,,667#668#,Vankar,"Ring Road, ",Surat,Gujarat,1,,9825326309,,,,,0,,2017-01-11 09:08:54
204157,Kamal Khandelwal,,H1#H2#,India,"Ring Road, ",Surat,Gujarat,1,Kamal,9979453976,,,,,0,,2017-01-11 09:08:54
204158,Pooja Saree,,B5#,STM Godown,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Naresh,9427123447,Y,135,220,1995,0,,2017-01-11 09:08:55
204159,Mateshwari Fashion,,D1427#,Raghukul,,Surat,Gujarat,1,Anuj,9377616670,,,,,0,,2017-01-11 09:08:55
204160,Maniyar Synthetics Pvt Ltd,,G2379#G2380#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,Hiral Maniyar,9898085084,,,,1976,0,,2017-01-11 09:08:55
204161,Anjani Textiles,,G1356#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,Sohan Singh,9727027202,,,,,0,,2017-01-11 09:08:55
204162,Durga Silk Mills,,F3275#F3276#F3277#F3278#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9374720843,,,,,0,,2017-01-11 09:08:56
204163,Pahariya Sarees,,3089#,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Jayesh,9898572541,Y,,,2010,0,,2017-01-11 09:08:56
204164,Royal Sarees,,S1052#,JJ,"Ring Road, ",Surat,Gujarat,1,,9825017066,N,210,300,,0,,2017-01-11 09:08:56
204165,Madhumita Creation,,L594#,Hariom ,,Surat,Gujarat,1,,9898057362,,,,,0,,2017-01-11 09:08:56
204166,Keshav Creation,,D3206#D3207#,RKTM,"Ring Road, ",Surat,Gujarat,1,,9374707217,,,,,0,,2017-01-11 09:08:57
204167,V Studio-Vivek Creation,,U5127#U5128#,RKTM,"Ring Road, ",Surat,Gujarat,1,Vivek,9913194714,,20,150,,0,,2017-01-11 09:08:57
204169,"Krishna Sarees
",,1102#,Ambaji,"Ring Road, ",Surat,Gujarat,1,,9825120635,,,,,0,,2017-01-11 09:08:57
204170,Naman Tex,,2053#,Vankar,"Ring Road, ",Surat,Gujarat,1,,9327517498,,,,,0,,2017-01-11 09:08:57
204171,Aashirwad Enterprise,,2047#,Shiv Shakti,,Surat,Gujarat,1,,9426135582,,,,,0,,2017-01-11 09:08:58
204172,Aastha Creation,,C1300#,Raghukul,,Surat,Gujarat,1,Jitu,9376737754,,,,,0,,2017-01-11 09:08:58
204173,Kinkhab Fashion,,F1276#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,Mohak,9825177780,,,,,0,,2017-01-11 09:08:58
204176,Manav Silk Mills,,A70#A71#,RKTM,"Ring Road, ",Surat,Gujarat,1,Manav,9825113375,,,,,0,,2017-01-11 09:08:59
204177,PT Bhambhani & Co.,,2076#2077#2078#2079#,Padmavati,"Ring Road, ",Surat,Gujarat,1,Bambhani,9825163485,,,,,0,,2017-01-11 09:08:59
204179,Krishna Silk Mills,,G 1365#G 1366#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,Sitesh Bansal,9426159110,,,,,0,,2017-01-11 09:09:00
204184,Blackstone Leggings,,M     1#,Sardar Palace,,Surat,Gujarat,1,Mintu Agarwal,9909639149,,,,2015,0,,2017-01-11 09:09:02
204185,Vama Silk Mills,,547#,Ashoka Tower,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Umesh Jain,9726594380,Y,200,400,1995,0,,2017-01-11 09:09:02
204186,Mangalmay Silk Mills,,426#427#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9325372517,Y,140,300,1990,0,,2017-01-11 09:09:02
204187,"Khushboo Prints
",,201#202#203#,Shreeji,,Surat,Gujarat,1,,9537541630,,,,,0,,2017-01-11 09:09:03
204188,Meher International,,8003,World Trade Center,Ring Road,Surat,Gujarat,1,Shambhoo Pandey,8141839174,Y,125,300,2001,1,,2017-01-11 09:09:03
204189,VN Synthetics,,2078#,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Naresh Jain,9727150458,N,,,,0,,2017-01-11 09:09:03
204190,Saugaat Silk Mills,,2001#2002#,Arihant,,Surat,Gujarat,1,Vijay,9374561155,,,,,0,,2017-01-11 09:09:04
